value,bdrms,subboroughname,race,year,income_tile,non_bdrms
1400000,4,Upper West Side,White,2008,3,1
350000,2,Upper West Side,White,2008,3,1
350000,4,Upper West Side,White,2008,3,2
1000000,3,Upper West Side,White,2008,3,2
1000000,3,Upper West Side,White,2008,5,1
1000000,2,Upper West Side,White,2008,4,1
850000,2,Upper West Side,White,2008,5,1
750000,2,Upper West Side,Others,2008,3,1
750000,4,Upper West Side,White,2008,4,3
1800000,4,Upper West Side,White,2008,5,2
1800000,3,Upper West Side,White,2008,3,1
1300000,3,Upper West Side,White,2008,5,1
1100000,2,Upper West Side,White,2008,5,2
1400000,4,Upper West Side,White,2008,2,2
1800000,4,Upper West Side,White,2008,5,3
1800000,4,Upper West Side,White,2008,5,2
1850000,3,Upper West Side,White,2008,5,3
1300000,4,Upper West Side,White,2008,3,2
3998500,4,Upper West Side,White,2008,5,3
3998500,4,Upper West Side,Others,2008,5,2
2000000,4,Upper West Side,White,2008,5,2
2000000,2,Upper West Side,White,2008,3,1
1800000,4,Upper West Side,White,2008,5,1
1800000,5,Upper West Side,Others,2008,4,3
2000000,4,Upper West Side,White,2008,3,2
1600000,3,Upper West Side,White,2008,2,3
1500000,3,Upper West Side,White,2008,5,2
3998500,2,Upper West Side,White,2008,3,0
1800000,3,Upper West Side,Black,2008,3,3
480000,2,Upper West Side,Black,2008,5,1
500000,2,Upper West Side,White,2008,4,1
600000,2,Upper West Side,White,2008,4,2
1300000,3,Upper West Side,White,2008,5,2
800000,2,Upper West Side,White,2008,2,1
800000,2,Upper West Side,White,2008,4,1
3998500,3,Upper West Side,White,2008,5,1
1750000,2,Upper West Side,White,2008,5,3
1500000,3,Upper West Side,White,2008,3,2
3998500,5,Upper West Side,White,2008,5,1
3998500,6,Upper West Side,White,2008,5,2
1040000,3,Upper West Side,Others,2008,5,1
695000,2,Upper West Side,White,2008,4,1
675000,2,Upper West Side,Others,2008,4,1
466000,2,Upper West Side,White,2008,5,1
2000000,4,Upper West Side,White,2008,5,3
2000000,3,Upper West Side,White,2008,5,3
1500000,4,Upper West Side,White,2008,5,2
1000000,2,Upper West Side,White,2008,3,1
1500000,4,Upper West Side,White,2008,5,3
3998500,4,Upper West Side,White,2008,3,2
3998500,3,Upper West Side,White,2008,2,1
300000,2,Upper West Side,White,2008,1,0
475000,2,Upper West Side,White,2008,3,1
1500000,4,Upper West Side,White,2008,4,2
1500000,3,Upper West Side,White,2008,4,1
900000,4,Upper West Side,Black,2008,4,2
100000,3,Upper West Side,Others,2008,3,1
100000,2,Upper West Side,White,2008,3,1
100000,3,Upper West Side,Black,2008,1,2
650000,2,Upper West Side,White,2008,3,1
600000,2,Upper West Side,White,2008,5,1
422500,3,Upper West Side,White,2008,4,1
1500000,4,Upper West Side,Others,2008,5,1
1000000,3,Upper West Side,White,2008,5,1
3998500,4,Upper West Side,White,2008,5,2
665000,2,Upper West Side,White,2008,4,1
1000000,1,Upper West Side,Hispanic,2008,1,0
665000,4,Upper West Side,White,2008,4,1
3998500,5,Upper West Side,White,2008,5,3
850000,2,Upper West Side,White,2008,5,1
950000,3,Upper West Side,White,2008,4,1
1300000,3,Upper West Side,White,2008,5,1
1300000,2,Upper West Side,White,2008,4,1
1300000,2,Upper West Side,Hispanic,2008,3,1
1300000,4,Upper East Side,White,2008,1,3
1300000,3,Upper East Side,White,2008,5,5
1300000,4,Upper East Side,White,2008,5,4
3998500,3,Upper East Side,White,2008,2,1
2000000,2,Upper East Side,White,2008,2,1
3998500,4,Upper East Side,White,2008,4,4
3998500,3,Upper East Side,White,2008,5,4
1600000,3,Upper East Side,White,2008,4,2
3998500,4,Upper East Side,White,2008,5,3
3998500,4,Upper East Side,White,2008,5,0
3998500,3,Upper East Side,White,2008,5,0
800000,3,Upper East Side,White,2008,4,1
800000,3,Upper East Side,White,2008,5,0
800000,2,Upper East Side,White,2008,3,0
760000,3,Upper East Side,White,2008,5,1
1000500,3,Upper East Side,White,2008,2,1
1000500,3,Upper East Side,White,2008,3,1
1000500,4,Upper East Side,White,2008,5,3
3998500,3,Upper East Side,White,2008,1,2
3998500,3,Upper East Side,White,2008,5,1
3998500,4,Upper East Side,White,2008,5,3
3998500,2,Upper East Side,White,2008,3,3
3998500,5,Upper East Side,White,2008,5,1
3998500,4,Upper East Side,White,2008,1,1
3998500,4,Upper East Side,White,2008,5,3
3998500,4,Upper East Side,White,2008,5,1
3998500,1,Upper East Side,White,2008,3,0
750000,2,Upper East Side,White,2008,5,1
1500000,3,Upper East Side,White,2008,5,2
900000,2,Upper East Side,White,2008,5,2
2000000,3,Upper East Side,White,2008,5,3
3998500,4,Upper East Side,White,2008,5,3
3998500,3,Upper East Side,Hispanic,2008,5,3
3998500,3,Upper East Side,White,2008,5,1
3998500,2,Upper East Side,White,2008,4,1
3998500,2,Upper East Side,White,2008,5,1
3998500,3,Upper East Side,White,2008,1,1
1600000,3,Upper East Side,White,2008,3,1
3998500,3,Upper East Side,White,2008,2,2
3998500,4,Upper East Side,White,2008,3,2
2000000,4,Upper East Side,White,2008,3,2
3998500,3,Upper East Side,White,2008,5,2
1500000,3,Upper East Side,White,2008,4,2
3998500,3,Upper East Side,White,2008,5,1
700000,1,Upper East Side,White,2008,2,0
700000,3,Upper East Side,White,2008,3,0
1000000,3,Upper East Side,White,2008,3,0
1000000,2,Upper East Side,White,2008,5,1
3998500,3,Upper East Side,White,2008,5,4
3998500,4,Upper East Side,White,2008,2,2
3998500,4,Upper East Side,White,2008,5,3
3998500,2,Upper East Side,White,2008,4,1
850000,2,Upper East Side,White,2008,5,2
900000,2,Upper East Side,White,2008,5,1
900000,4,Upper East Side,White,2008,5,0
900000,4,Upper East Side,White,2008,5,0
3998500,4,Upper East Side,White,2008,5,3
3998500,4,Upper East Side,White,2008,4,3
28000,1,Upper East Side,White,2008,5,0
70000,2,Upper East Side,White,2008,5,1
875000,2,Upper East Side,Others,2008,2,0
1000000,3,Upper East Side,White,2008,2,0
3998500,5,Upper East Side,White,2008,4,3
3998500,5,Upper East Side,White,2008,5,3
1400000,5,Upper East Side,White,2008,4,3
1400000,2,Upper East Side,White,2008,5,1
100000,1,Upper East Side,White,2008,1,0
200000,1,Upper East Side,White,2008,4,0
200000,4,Upper East Side,White,2008,4,0
2000000,3,Upper East Side,White,2008,5,2
2000000,4,Upper East Side,White,2008,5,3
2000000,2,Upper East Side,White,2008,2,2
2000000,2,Upper East Side,White,2008,5,2
725000,2,Upper East Side,White,2008,4,1
725000,2,Upper East Side,White,2008,5,3
725000,2,Upper East Side,White,2008,2,0
1500000,3,Upper East Side,White,2008,1,1
1500000,2,Upper East Side,White,2008,4,2
3998500,3,Upper East Side,White,2008,2,2
3998500,4,Upper East Side,White,2008,2,2
3998500,2,Upper East Side,White,2008,2,0
1200000,2,Upper East Side,White,2008,2,1
900000,3,Upper East Side,White,2008,5,1
900000,3,Upper East Side,White,2008,5,1
3998500,5,Upper East Side,White,2008,5,0
1000000,3,Upper East Side,White,2008,5,2
1100000,3,Upper East Side,White,2008,4,3
1200000,3,Upper East Side,White,2008,4,2
1500000,4,Upper East Side,White,2008,5,2
2000000,5,Upper East Side,White,2008,5,2
1800000,3,Upper East Side,White,2008,5,2
1800000,1,Upper East Side,White,2008,5,0
1800000,1,Upper East Side,White,2008,3,0
1800000,3,Upper East Side,Hispanic,2008,3,1
1800000,3,Upper East Side,White,2008,1,1
1100000,3,Upper East Side,White,2008,2,1
160300,4,Upper East Side,White,2008,5,1
1300000,3,Upper East Side,White,2008,5,5
1200000,3,Upper East Side,White,2008,4,2
850000,2,Upper East Side,White,2008,4,1
700000,2,Upper East Side,White,2008,3,1
350000,2,Upper East Side,White,2008,4,1
3998500,4,Upper East Side,White,2008,5,3
450000,2,Upper East Side,White,2008,5,1
500000,1,Upper East Side,White,2008,5,0
750000,3,Upper East Side,White,2008,5,1
750000,2,Upper East Side,White,2008,5,2
750000,5,Upper East Side,White,2008,5,0
600000,2,Upper East Side,White,2008,5,1
600000,3,Upper East Side,Others,2008,2,1
900000,3,Upper East Side,White,2008,1,1
900000,3,Upper East Side,White,2008,3,1
900000,2,Upper East Side,White,2008,5,1
900000,2,Upper East Side,White,2008,5,1
600000,2,Upper East Side,White,2008,4,1
625000,2,Upper East Side,White,2008,3,1
625000,3,Upper East Side,White,2008,4,1
350000,1,Upper East Side,White,2008,4,1
350000,3,Upper East Side,White,2008,3,2
420000,2,Upper East Side,White,2008,3,1
550000,2,Upper East Side,White,2008,5,1
550000,3,Upper East Side,White,2008,5,2
795000,2,Upper East Side,White,2008,2,1
600000,2,Upper East Side,White,2008,4,1
600000,2,Upper East Side,White,2008,4,1
1000000,3,Upper East Side,White,2008,5,3
1000000,3,Upper East Side,White,2008,4,4
1000000,3,Upper East Side,White,2008,5,2
1250000,2,Upper East Side,White,2008,5,1
1250000,3,Upper East Side,White,2008,5,1
1000000,5,Upper East Side,White,2008,5,3
1250000,3,Upper East Side,White,2008,4,1
1250000,4,Upper East Side,White,2008,5,1
1250000,2,Upper East Side,White,2008,4,1
3998500,4,Upper East Side,White,2008,4,3
3998500,4,Upper East Side,White,2008,5,3
3998500,3,Upper East Side,White,2008,2,2
3998500,4,Upper East Side,White,2008,5,3
1750000,3,Upper East Side,White,2008,5,3
1750000,3,Upper East Side,White,2008,5,3
1750000,1,Upper East Side,White,2008,5,0
1750000,2,Upper East Side,White,2008,4,1
1750000,3,Upper East Side,White,2008,4,0
2000000,4,Upper East Side,White,2008,5,2
950000,2,Upper East Side,White,2008,2,2
950000,3,Upper East Side,White,2008,4,0
600000,2,Upper East Side,White,2008,5,1
600000,3,Upper East Side,White,2008,5,0
500000,2,Upper East Side,White,2008,5,1
600000,1,Upper East Side,White,2008,5,0
2000000,3,Upper East Side,White,2008,4,0
700000,2,Upper East Side,White,2008,5,1
400000,1,Upper East Side,White,2008,4,0
2000000,3,Upper East Side,White,2008,5,1
440000,1,Upper East Side,Hispanic,2008,4,1
440000,2,Upper East Side,White,2008,5,1
200000,2,Upper East Side,White,2008,2,1
900000,2,Upper East Side,White,2008,4,2
1500000,3,Upper East Side,White,2008,5,5
1200000,3,Upper East Side,White,2008,3,2
630000,2,Upper East Side,Others,2008,3,2
630000,4,Upper East Side,White,2008,2,1
3998500,5,Upper East Side,Hispanic,2008,5,3
3998500,2,Upper East Side,White,2008,1,0
3998500,3,Upper East Side,White,2008,5,5
1700000,3,Upper East Side,White,2008,2,1
390000,2,Upper East Side,Others,2008,4,0
390000,2,Upper East Side,White,2008,2,1
15000,3,Upper East Side,Black,2008,2,0
15000,1,Upper East Side,Black,2008,1,0
15000,3,Upper East Side,Others,2008,3,1
15000,2,Upper East Side,White,2008,5,1
830000,2,Upper East Side,Hispanic,2008,4,1
830000,2,Upper East Side,White,2008,5,1
830000,2,Upper East Side,White,2008,5,1
830000,2,Upper East Side,White,2008,5,1
830000,3,Upper East Side,White,2008,3,2
2000000,5,Upper East Side,White,2008,3,3
700000,2,Upper East Side,White,2008,3,1
700000,2,Upper East Side,White,2008,3,2
700000,2,Upper East Side,White,2008,5,1
700000,3,Upper East Side,White,2008,5,2
700000,2,Upper East Side,White,2008,5,1
750000,2,Upper East Side,White,2008,4,1
750000,1,Upper East Side,White,2008,4,0
1200000,3,Upper East Side,White,2008,5,2
1200000,2,Upper East Side,White,2008,5,0
650000,3,Upper East Side,White,2008,5,1
650000,3,Upper East Side,White,2008,4,1
650000,2,Upper East Side,White,2008,5,1
650000,2,Upper East Side,White,2008,5,1
650000,2,Upper East Side,White,2008,5,1
650000,3,Upper East Side,White,2008,5,1
100000,3,Upper East Side,White,2008,4,1
30000,2,Upper East Side,White,2008,4,1
28000,3,Upper East Side,White,2008,4,1
25000,3,Upper East Side,White,2008,5,1
650000,2,Upper East Side,White,2008,5,1
650000,2,Upper East Side,White,2008,5,1
700000,2,Upper East Side,White,2008,2,2
700000,2,Upper East Side,White,2008,5,1
1200000,3,Upper East Side,White,2008,4,2
1200000,2,Upper East Side,White,2008,5,0
1200000,2,Upper East Side,White,2008,1,0
1200000,3,Upper East Side,White,2008,4,0
3998500,5,Upper East Side,White,2008,5,3
750000,2,Upper East Side,White,2008,4,1
480000,2,Upper East Side,White,2008,1,1
480000,2,Upper East Side,White,2008,1,1
1300000,3,Upper East Side,White,2008,5,1
1300000,2,Upper East Side,White,2008,3,1
284000,2,Upper East Side,White,2008,4,0
284000,1,Upper East Side,Hispanic,2008,5,1
275000,2,Upper East Side,Others,2008,4,0
450000,2,Upper East Side,White,2008,5,1
450000,2,Upper East Side,White,2008,2,1
250000,1,Upper East Side,White,2008,4,0
250000,2,Upper East Side,White,2008,2,1
250000,2,Upper East Side,White,2008,5,1
250000,3,Morningside Heights/Hamilton Heights,White,2008,4,2
250000,3,Morningside Heights/Hamilton Heights,White,2008,4,2
250000,4,Morningside Heights/Hamilton Heights,Others,2008,5,2
500000,3,Morningside Heights/Hamilton Heights,White,2008,1,1
500000,3,Morningside Heights/Hamilton Heights,White,2008,4,1
25000,3,Morningside Heights/Hamilton Heights,Black,2008,4,0
25000,2,Morningside Heights/Hamilton Heights,Black,2008,2,2
500000,3,Morningside Heights/Hamilton Heights,Black,2008,3,1
700000,3,Morningside Heights/Hamilton Heights,Black,2008,3,3
500000,4,Morningside Heights/Hamilton Heights,White,2008,2,2
500000,4,Morningside Heights/Hamilton Heights,Black,2008,4,2
750000,2,Morningside Heights/Hamilton Heights,White,2008,2,2
750000,3,Morningside Heights/Hamilton Heights,Black,2008,5,2
750000,4,Morningside Heights/Hamilton Heights,Black,2008,1,1
1000000,5,Morningside Heights/Hamilton Heights,Hispanic,2008,2,1
450,2,Morningside Heights/Hamilton Heights,White,2008,3,1
450,3,Morningside Heights/Hamilton Heights,Black,2008,4,1
450000,3,Morningside Heights/Hamilton Heights,Others,2008,5,1
800000,3,Morningside Heights/Hamilton Heights,White,2008,2,1
800000,3,Morningside Heights/Hamilton Heights,White,2008,4,2
800000,3,Morningside Heights/Hamilton Heights,White,2008,5,1
530000,2,Morningside Heights/Hamilton Heights,Others,2008,5,0
2000000,3,Morningside Heights/Hamilton Heights,White,2008,2,1
350000,2,Morningside Heights/Hamilton Heights,Black,2008,4,1
400000,3,Morningside Heights/Hamilton Heights,Black,2008,4,2
400000,2,Morningside Heights/Hamilton Heights,Black,2008,4,1
250000,5,Morningside Heights/Hamilton Heights,Hispanic,2008,4,1
800000,5,Morningside Heights/Hamilton Heights,Hispanic,2008,3,1
185000,4,Morningside Heights/Hamilton Heights,White,2008,3,2
300000,4,Morningside Heights/Hamilton Heights,Others,2008,3,2
300000,4,Morningside Heights/Hamilton Heights,Black,2008,4,1
400000,2,Central Harlem,Black,2008,2,1
450000,2,Central Harlem,White,2008,3,2
40000,3,Central Harlem,Black,2008,3,1
1000000,3,Central Harlem,White,2008,3,1
40000,3,Central Harlem,Black,2008,1,1
40000,3,Central Harlem,Black,2008,2,1
40000,3,Central Harlem,Black,2008,4,1
40000,3,Central Harlem,Black,2008,3,1
1000000,5,Central Harlem,Others,2008,3,1
200000,2,Central Harlem,Black,2008,5,0
200000,3,Central Harlem,Black,2008,2,1
250000,3,Central Harlem,Hispanic,2008,5,1
250000,3,Central Harlem,Black,2008,4,1
250000,3,Central Harlem,Black,2008,4,0
20000,2,Central Harlem,Black,2008,3,0
20000,3,Central Harlem,Black,2008,5,2
250000,3,Central Harlem,Black,2008,5,2
50000,3,Central Harlem,Black,2008,3,2
100000,3,Central Harlem,Black,2008,4,2
200000,3,Central Harlem,Black,2008,2,1
1000000,6,Central Harlem,Black,2008,3,2
1000000,4,Central Harlem,White,2008,5,2
200000,4,Central Harlem,Black,2008,1,1
150000,4,Central Harlem,Black,2008,1,1
150000,4,Central Harlem,Black,2008,3,1
1000000,1,Central Harlem,Black,2008,2,0
3998500,2,Central Harlem,White,2008,3,0
20000,3,Central Harlem,Black,2008,1,1
800000,3,East Harlem,Others,2008,4,1
800000,3,East Harlem,Black,2008,4,1
800000,2,East Harlem,White,2008,2,1
3998500,3,East Harlem,White,2008,1,1
25000,2,East Harlem,Black,2008,2,1
14000,3,East Harlem,Black,2008,2,1
14000,3,East Harlem,Black,2008,1,1
1000000,3,East Harlem,Hispanic,2008,3,1
3998500,2,Washington Heights/Inwood,White,2008,4,1
3998500,3,Washington Heights/Inwood,White,2008,4,0
330000,2,Washington Heights/Inwood,White,2008,4,1
350000,3,Washington Heights/Inwood,White,2008,2,1
350000,2,Washington Heights/Inwood,White,2008,5,1
350000,2,Washington Heights/Inwood,Hispanic,2008,3,1
350000,3,Washington Heights/Inwood,White,2008,4,0
250000,2,Washington Heights/Inwood,White,2008,4,1
400000,3,Washington Heights/Inwood,White,2008,5,2
300000,2,Washington Heights/Inwood,White,2008,5,2
375000,3,Washington Heights/Inwood,White,2008,2,1
200000,4,Washington Heights/Inwood,Others,2008,2,1
200000,3,Washington Heights/Inwood,Black,2008,3,1
375000,2,Washington Heights/Inwood,White,2008,3,2
360000,2,Washington Heights/Inwood,White,2008,4,2
360000,2,Washington Heights/Inwood,White,2008,4,1
250000,1,Washington Heights/Inwood,Hispanic,2008,3,0
275000,3,Washington Heights/Inwood,White,2008,5,1
300000,2,Washington Heights/Inwood,White,2008,4,2
300000,4,Washington Heights/Inwood,Hispanic,2008,3,1
300000,3,Washington Heights/Inwood,Hispanic,2008,2,1
300000,3,Washington Heights/Inwood,Hispanic,2008,2,1
284000,2,Washington Heights/Inwood,White,2008,4,0
450000,3,Washington Heights/Inwood,Hispanic,2008,3,2
320000,3,Washington Heights/Inwood,White,2008,4,1
320000,3,Washington Heights/Inwood,White,2008,2,1
245000,2,Washington Heights/Inwood,White,2008,3,1
245000,2,Washington Heights/Inwood,Black,2008,3,1
400000,2,Washington Heights/Inwood,White,2008,4,3
350000,2,Washington Heights/Inwood,Hispanic,2008,1,0
300000,2,Washington Heights/Inwood,White,2008,3,1
425000,3,Washington Heights/Inwood,Hispanic,2008,4,1
425000,3,Washington Heights/Inwood,Black,2008,4,1
425000,4,Washington Heights/Inwood,Black,2008,5,1
425000,4,Washington Heights/Inwood,Black,2008,4,1
425000,5,Greenwich Village/Financial District,White,2008,5,1
425000,3,Greenwich Village/Financial District,White,2008,5,0
425000,4,Greenwich Village/Financial District,White,2008,5,1
425000,3,Greenwich Village/Financial District,White,2008,5,1
425000,2,Chelsea/Clinton/Midtown,Hispanic,2008,5,1
425000,3,Upper East Side,White,2008,5,1
3998500,7,Upper East Side,White,2008,1,1
1600000,3,Stuyvesant Town/Turtle Bay,Others,2008,3,1
815000,1,Stuyvesant Town/Turtle Bay,Others,2008,4,0
550000,1,Upper East Side,White,2008,5,0
3998500,3,Greenwich Village/Financial District,White,2008,5,2
3998500,2,Greenwich Village/Financial District,White,2008,5,0
3998500,2,Greenwich Village/Financial District,White,2008,5,0
3998500,2,Greenwich Village/Financial District,White,2008,4,1
3998500,2,Greenwich Village/Financial District,White,2008,5,1
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1
3998500,2,Chelsea/Clinton/Midtown,White,2008,5,1
700000,2,Morningside Heights/Hamilton Heights,White,2008,1,2
610000,3,Chelsea/Clinton/Midtown,White,2008,5,1
830000,3,Chelsea/Clinton/Midtown,White,2008,5,1
432000,2,Chelsea/Clinton/Midtown,White,2008,5,1
405600,1,Stuyvesant Town/Turtle Bay,Others,2008,4,1
875000,2,Stuyvesant Town/Turtle Bay,Others,2008,2,1
850000,2,Stuyvesant Town/Turtle Bay,Others,2008,5,1
600000,4,Central Harlem,Black,2008,3,0
600000,4,Central Harlem,Black,2008,4,0
850000,4,Central Harlem,Hispanic,2008,4,1
850000,3,Central Harlem,Hispanic,2008,4,1
660000,4,Central Harlem,White,2008,5,1
660000,3,Central Harlem,White,2008,4,1
660000,3,Central Harlem,Black,2008,3,1
660000,3,Central Harlem,Others,2008,4,1
660000,3,Central Harlem,White,2008,5,1
660000,3,Central Harlem,Hispanic,2008,4,1
660000,3,Central Harlem,Black,2008,4,1
660000,4,Upper East Side,White,2008,4,1
660000,4,Upper East Side,White,2008,5,0
3998500,4,Upper East Side,White,2008,5,0
3998500,3,Upper East Side,White,2008,3,0
2000000,3,Upper East Side,White,2008,5,0
500000,5,East Harlem,White,2008,5,0
155000,3,East Harlem,White,2008,5,1
155000,1,Greenwich Village/Financial District,White,2008,3,0
155000,1,Greenwich Village/Financial District,White,2008,4,0
155000,3,Central Harlem,White,2008,5,2
2000000,3,Central Harlem,White,2008,5,0
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,4,1
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,4,1
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,4,1
3998500,4,Stuyvesant Town/Turtle Bay,Others,2008,5,1
3998500,3,Central Harlem,White,2008,4,1
3998500,2,Upper West Side,White,2008,4,1
3998500,3,Greenwich Village/Financial District,Others,2008,4,1
3998500,4,Greenwich Village/Financial District,White,2008,3,1
3998500,3,Greenwich Village/Financial District,White,2008,4,1
1400000,3,Morningside Heights/Hamilton Heights,Others,2008,4,1
1400000,1,Morningside Heights/Hamilton Heights,White,2008,4,1
2000000,4,Morningside Heights/Hamilton Heights,White,2008,5,1
2000000,4,Morningside Heights/Hamilton Heights,White,2008,4,1
600000,4,Central Harlem,White,2008,4,1
600000,4,Central Harlem,Black,2008,2,1
600000,3,Morningside Heights/Hamilton Heights,Hispanic,2008,4,2
700000,3,Central Harlem,Hispanic,2008,4,1
500000,3,Central Harlem,White,2008,4,1
500000,3,Central Harlem,White,2008,3,2
700000,3,Central Harlem,Black,2008,4,0
250000,2,Chelsea/Clinton/Midtown,White,2008,5,1
1300000,2,Chelsea/Clinton/Midtown,White,2008,3,0
1000000,2,Chelsea/Clinton/Midtown,White,2008,5,0
1500000,3,Chelsea/Clinton/Midtown,Others,2008,1,0
550000,1,Chelsea/Clinton/Midtown,White,2008,3,0
550000,1,Chelsea/Clinton/Midtown,White,2008,5,0
550000,2,Chelsea/Clinton/Midtown,Others,2008,5,0
550000,3,Chelsea/Clinton/Midtown,White,2008,4,1
800000,3,Central Harlem,White,2008,5,1
550000,3,Central Harlem,White,2008,5,1
620000,3,Central Harlem,White,2008,3,1
700000,3,Central Harlem,Others,2008,4,1
700000,1,Upper East Side,White,2008,5,0
700000,1,Upper East Side,White,2008,3,0
700000,1,Upper East Side,White,2008,3,0
700000,2,Upper East Side,Others,2008,4,1
700000,2,Upper East Side,Others,2008,4,1
700000,2,Upper East Side,Others,2008,4,1
1300000,1,Greenwich Village/Financial District,White,2008,3,1
1350000,1,Greenwich Village/Financial District,White,2008,5,1
1350000,1,Greenwich Village/Financial District,White,2008,5,1
3998500,3,Greenwich Village/Financial District,White,2008,5,0
980000,2,Upper West Side,White,2008,5,1
735000,2,Upper West Side,White,2008,5,1
850000,5,Upper West Side,White,2008,2,3
850000,3,Upper West Side,Others,2008,2,2
850000,4,Upper West Side,Black,2008,4,3
3998500,4,Upper East Side,White,2008,5,2
3998500,4,Upper East Side,White,2008,5,2
3998500,3,Upper East Side,White,2008,3,2
3998500,4,Upper East Side,White,2008,5,2
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,5,2
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,5,2
3998500,3,Stuyvesant Town/Turtle Bay,White,2008,5,2
3998500,4,Stuyvesant Town/Turtle Bay,White,2008,5,2
3998500,3,Stuyvesant Town/Turtle Bay,Hispanic,2008,2,1
700000,2,Chelsea/Clinton/Midtown,White,2008,5,1
700000,3,Chelsea/Clinton/Midtown,White,2008,5,1
700000,3,Chelsea/Clinton/Midtown,Hispanic,2008,3,1
700000,3,Chelsea/Clinton/Midtown,White,2008,5,1
700000,4,Chelsea/Clinton/Midtown,White,2008,5,1
760000,1,Greenwich Village/Financial District,White,2008,4,0
760000,2,Greenwich Village/Financial District,White,2008,5,0
760000,2,Greenwich Village/Financial District,White,2008,4,1
760000,1,Greenwich Village/Financial District,Hispanic,2008,1,0
1200000,2,Upper West Side,Others,2008,2,0
3998500,4,Upper West Side,White,2008,5,1
1500000,3,Upper West Side,Others,2008,5,0
1500000,4,Upper West Side,White,2008,3,2
1500000,3,Upper East Side,White,2008,5,0
1500000,3,Washington Heights/Inwood,Hispanic,2008,4,0
1500000,4,Washington Heights/Inwood,Hispanic,2008,4,1
1500000,4,Central Harlem,Black,2008,3,2
1500000,4,Central Harlem,Black,2008,3,2
